"sample","p_cncr9254","p_cntrl9744","p_cncr2193","p_cncr5103","p_cncr9379","p_cntrl8450","p_cncr9674","p_cntrl4930","p_cncr1282","p_cntrl1266","p_cntrl3501","p_cncr7595","p_cncr2992","p_cncr5928","p_cntrl1083","p_cncr5269","p_cncr5428","p_cncr7863","p_cncr6232","p_cncr6008","p_cncr7650","p_cntrl8718","p_cntrl7961","p_cntrl6150","p_cntrl1211","p_cncr6234","p_cncr2844","p_cncr2962","p_cncr3365","p_cncr9197"
"11010000111111100001",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11110111000100011001",1304,47,654,42,0,62246,2740,28701,88237,2754,2,10056,2799,311042,3568,8,632,7173,199,1095,2181,52,196,1082,2591,152433,2893791,1897,6084,4517
"01101001001000000110",27862,155830,6814,65415,8821,1150361,39853,199848,12149,20835,138942,6066,575,980,210350,1351,128161,2603,12774083,6757,297286,323111,9672110,32614,24979,526,27879,494213,1580,100938
"01110000110111101001",53,207,4957,34,10565,18428,3,12868,50867956,15088,38783,2076,12839,10042,12236,223,12,408412,115,2630,770,749,16,1702,227,868588,37093,2461,90,37
"01111011001000010011",105289,4195849,4589,1128,364,36003,687056,21028,956,93298,64219,55693,275,25827,42095,1935,836591,7740,794215,7717,43500,10578,90896,165117,3158347,1104,1542145,2497,271833,4836107
"01110000001111010110",405721,195416,134858,93019,25471,10538,329,6052032,26626,171707,521714,160603,11559,88635,54290,73563,293266,21095,873970,18417,3239075,50372,10156,28761,116770,315510,190769,4290,5173,100787
"11101111100011101100",198615,441,9872,41175,540105,34278,10607,7419,33604306,4797434,60304,5100,120250,2987,4991,24911,10861,80429,22255,178840,315632,50745,4886,1037,20026,941530,619,9676,19191,572
"10010010110010100101",409,25445,58233,187301,10324,100671,42056,16178,27716,31537,114187,30481,90027,12851,8921,3087522,18453,8492858,78441,8519004,4772,1363,30832,1248,4279108,461779,353834,354862,11882,1269
"11111011101000111110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01011001001010110111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00000111011001001001",721574,441,136774,8443,44240,1284210,53667,36852,549,14082,883,120840,2097,64086,54283,25610,86857,67597,17947,75209,4696,33672,317881,207246,577,28050,947524,549499,128615,28602
"01000010011010100101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00001101110100100110",8960,42414,71169,1682025,8025,15696961,1628306,8254,43086,496118,263532,27997,350865,144055,938235,105207,475103,58183,4677342,26505,12539,637291,66475,269293,504,2760,8780,1554559,5171,265610
"00011100101100100101",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10110000000010010100",4708,36285,183259,107518,981,26418,12313,919493,14611,31045,13033,24137,62656,5166,1805,57164,8385,57770,2145511,1850516,207077,5257,71592,1647,3848282,2762047,329623,159866,75682,6739
"01001001001100000001",214,25461,47,352,2,1192852,7701,28742,14561,273,417,3248,77,79316,108327,1,235,823,4966,20,62932,998,10529,4768,155,53,6390834,85782,0,1462
"00000101111100010110",150488,2888,114509,97828,7398,2883510,132211,449394,638,6729,21727,1429437,357838,8969438,5669530,17025,6303544,9925,702197,107509,540375,2201189,167182,1198325,24,12111,1296903,604097,12532,478070
"11010110010010000101",16455,43215,420481,632660,540,1238785,200686,825168,11159,8665,1827,36592,18842,8429,7314,7359477,197172,997254,94057,377702,2996,3907,438318,9919,1200272,133030,315192,305321,7428,6243
"10000101101001001100",670911,18,32040,145682,40251,425683,57242,370275,39644,7408,2477,197477,1067816,220616,17617,10382,6900,35083,24353,2261737,2930603,161455,228738,7891,101,479939,162260,3805200,5245,1797
"10110111010000100100",645,565,1826474,39708,521,396764,253357,20223,45247,713874,629,3952,16376,16858,15290,3155029,8695,1196767,5878485,191834,218,384,266682,1073,231747,818882,37947,504405,150821,98121
"01101000000110000101",90,7409,53,6631,99,715299,28,158130,1067769,2002,2587,57,231,957,8275,8,407,1372,11506,68,15951,2739,565,149,5475,1467,70462,62479,1,7
"00101110110101100001",17,13,6942,163,92,112118,61,579,11705791,158584,1925,36,611,1264197,225534,809,171,191403,630,35,46,974,1,36,64,70478,31179,107909,66,14
"01111101010100000001",150,2767,4343,176,6,6075183,16544,7120,448989,11927,99,190,657,28808,54247,121,328,3394,17433,17,77,687,924,5598,197,2385,93924,34331,19,5279
"01110000111011101010",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00011010010110100101",10,10859,70,2430,21,1197571,151,13376,42142,19338,766,24,1124,32306,1170,551,218,12282,1515,188,980,76,123,92,62534,21727,425191,7770,4,53
"00000111100101000100",54160,844,53830,455566,1505,1860049,149416,10818,9957,309069,929,69747,19038,1213370,718749,33331,617300,231498,239433,15013,249710,92323,1124,1477,527,27716,125249,791924,4065,5681
"10110111001001000100",92058,48,188742,49517,745,69926,34496,115797,9781,358726,146,5025,3820,248174,10255,820345,6912,81111,673712,61513,52437,761,52744,69,59977,1811176,129767,312086,13090,9124
"11001001101111111010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"00111000011000111110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10100100100000110100",660,1442,1717259,50172,1721,7319,105654,1304103,2221739,83664,55061,128083,2676278,235207,11902,80043,11680,1873622,3780285,1174171,22282,22679,3683,9188,16247,461536,271459,1335890,473101,17668
"11010110110101110101",96,46,7049,660,3,60568,280,302682,4867748,13903,357,1359,111492,11116786,19960,961,1456,398991,35,1891,2643,13,4,215,537,1491919,2382705,17893,37,171
"01000001010010111111",194283,961570,3977,207854,418584,899730,20065,2093097,3432,20144,838702,268440,70018,96,6294,472,463469,9660,183094,3190747,42998,11281,3197208,38475352,41313,12425,211824,25324,1241231,209208
"10001011011101101001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11110101100111110011",2757,60,481,2388,6,2090,377,63787,2920530,349820,2647,6305,13404,1268680,19858,403,27,12916,421,6022,10874,4,4,564,318,6054009,74129,680,5607,265
"10111111011110101111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11110111011001110100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10110000000110101010",3820,27175,399551,442467,360,11237,7780,13109,46112,186327,240562,385532,36754,4299,6745,1182866,964,1226098,1444790,1351726,10175,12737,137441,8281,2837106,1503435,13659,67620,633191,102837
"01100100001000000101",15860,31523,494856,59807,18573,104399,62777,31273799,134505,3426,20799,125116,16968,9343,9619,93240,95379,419816,11916972,15560,7070,91161,185950,132735,14884,635,1046094,1451983,8949,43721
"01110110000010000101",14393,139381,113460,75819,3835,78049,61075,2075405,64578,99508,2950,22292,7552,3525,908,1118013,123934,811125,1722732,25301,2628,11016,5876,8114,2121662,19390,164126,13719,114209,12216
"10011011001110111011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11000001000010100011",10231,1001622,14410,4264433,190,74528,698185,77298,3156,34352,275650,522771,747,378,54902,48837,3630,256773,1448290,1712966,18640,214,5974274,128247,754695,10313,138027,484198,214880,42430
"00011110100110010110",118757,349656,6940,310209,203,307940,319728,75227,4107,426168,21185,71320,596239,6905623,18501,182035,4350102,18116,106580,22680,1353166,1854351,194,15323,125757,77559,153417,2616,46081,66888
"01001101011000000110",113056,81252,65068,190886,5183,28621153,575191,1090608,3561,8884,22408,15937,8143,19317,425362,24813,563502,2595,2187734,5600,75539,1023292,32384481,911559,421,770,54490,1152211,935,333786
"01010111100000001001",43549,95870,31843,2226,721,390559,15027024,24803,16024,13842,1261,2181963,137305,50889,6348,12327,135200,1390097,32264,161798,9968,102427,10886,618291,17981,3008,1203785,13747,857141,572343
"11101001100011010001",392540,117544,10415,41473,111507,20195,93937,2738,607735,311672,1240656,38485,5480,1745,169549,826,43255,11642,61641,579146,819844,10824,7603,13422,132791,117868,31773,79898,15171,1599
"01101110111001111011",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01100100110110000011",76,45,5156,1727,41,425883,19,67156,572122,659,2342,3020,516,131667,2585586,984,715,40307,1269,590,341,28293,467,1928,6,39360,31324,96114,226,14
"11010000100110001101",224,282,41,4764,18,336491,111,232027,652854,75,581,7989,153042,18532,1346,29,94,28946,43,49286,212630,1646,700,239,2891,131925,685015,37256,4,8
"11100101011010111000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01011001101110000011",1145,22435,4,580,10,270579,2924,10952,12850,1274,4356,5932,861,459440,76161,21,178,565,468,275,446335,3329,771,2435,296,1712,715812,1291,3,477
"11100011100100111000",2449,15216,202100,680,942,5225,62536,829,842162,81602,79578,6058284,35266,60300,779110,802,178856,2172154,106638,309407,140476,43061,15248,41529,51946,46222,376149,14916,247916,595049
"11011001101100100001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10010000100100110111",19,576,91,18618,0,46447,835,342993,44969,1506,3301,3288,159270,1471640,4190,52,165,45128,1118,52693,18367,17,61,268,11750,225285,5249178,143422,462,352
"01101101001111001100",10483676,7501,18787,82106,3768011,375763,5445,276577,916904,566225,41690,37025,49915,6745,10983,8267,98424,1480,434239,2767,2951170,1710806,36534,82160,845,15287,5349,10410,321,17650
"10101011100011010010",165141,1767,3404,57907,1840,26561,5685,166,7935,1203365,93928,4319,307,37964,1328629,3039,64216,3648,20503,469655,1343084,30578,9712,155,120416,3922181,5571,48181,273805,434
"00100101111010111000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10100000000011100001",3681,12703,483765,1018780,13616,3364,4841,38070,212161,397498,493863,20001,1130,580,7984,491223,232,2226565,1630015,1181964,2766,146,22543,973,1920807,782300,41110,2267550,136911,481
"00000100111010111000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00101110001001100000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01111101011100111011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00111011101000010001",20595,307725,4188,117,7540,14346,1267477,1483,4272,98721,42848,78033,7630,337061,27424,1679,214675,30926,355755,41690,99394,43604,1524,22367,528146,3635,4822206,4952,92592,397451
"10010100011011000001",190955,3661,2737581,336864,6776,95878,80072,595109,4410,18950,11047,112830,24666,190958,9779,30405162,1877,366462,75237,660128,8607,2209,159042,16157,32474,2064338,638741,1092608,7035,4517
"00100110001100111001",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"10011010011110111100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11100110101110001101",938,0,89,329,146,21374,3,342814,3046157,129,76,6081,9752,545627,12158,159,536,23514,33,3315,86686,13792,231,26,95,121968,427143,12015,10,1
"00011000100011001010",135763,117606,9082,96743,16116,260874,24570,8160,20838,130551,572019,20782,106142,10848,5358,21830,3916,32069,11241,451289,790564,1927430,8960,18402,50127,692526,6206,36893,80928,3383
"10011110110000000010",2107,6491,810985,81036,7,2219714,1881020,1257,5992,26869,7457,12779,23014,1135093,601621,4649957,85300,650857,45022,151542,3100,453068,150834,1914,64178,320674,29356,1674148,47286,30044
"11111011101111100000",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11001110001100100011",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01100011010110010001",103,837,413,31,22,234452,20,5593,11424,1874,112,1735,6,18905,1191329,3,4457,2165,856,194,2481,225,1113,1343,437,20719,1490093,3020,200,128
"11111001111111111111",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01101100011011101111",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11011001000000111110",70050,2457834,4216,141837,235,417811,2480236,311526,31480,119585,173954,54473,850050,1253,545,512,39840,6866,299862,894731,597684,4732,1812689,789561,2020514,40621,103786,23808,169329,4702962
"11111110111101000001",276,6,11115,39,11,69922,107,2112,9889137,5767,432,209,866,9467173,452616,5475,336,81808,45,63,1413,1320,34,11,227,260474,148441,40447,1,35
"10110001110000011111",118950,860,11494,62449,45756,1313622,32075,16301,4276,7625,94971,40100,538662,1350,31368,1926,390345,19136,75811,96748287,12607,28157,645203,104778,125918,760326,74222,1104901,2099492,40875
"11100010011000110001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"10111010010100110000",246,373553,5855571,3591,69,34340,148960,431,109710,785152,112920,22645,8268,154929,163053,377924,92084,1321785,1553831,19613,1600,5960,12558,3956,10990611,210559,240245,76221,21005,1444139
"00110100010100100100",373,30710,29914733,99184,5286,454384,98680,356534,415017,509647,26730,32735,345116,51760,16742,8231104,27681,4936879,72983424,13168,175,24533,12456,51995,36493,51833,61982,615886,20589,864395
"11101101010101101111",7185,4,275,47538,224,4305339,44,28006,7477770,63986,2342,18,3710,1624,17240,33,241,805,632,1063,425,98,6273,919,103,149463,1084,406389,62,73
"10000100100101110101",203,12,1042,24755,3,28995,389,1328184,1919028,8766,662,2108,342982,7155570,4764,68,101,56874,393,8364,22585,21,3,172,80,619390,2784216,583057,118,17
"01011101110000000000",4968,887195,1065297,3022,1806,7058218,52624979,8666,130713,49448,19049,103243,164000,74841,295417,76563,60455,186222,664520,11327,11201,1070366,134241,885563,1060,3712,69017,137548,3769,1186465
"10100001010011010000",43108,1334,952529,40430,23809,119699,2549,6797,6520,132889,23174,16900,531,2458,953274,11126,7896,12570,293058,1163426,57605,2833,604069,4711,13266,10505288,37959,966328,87308,1715
"10000001101011110001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11001000100110001110",94833,92101,3976,4495852,4144,1808869,15605,23453,168780,4171,1119074,177693,252873,3396,155651,7466,380409,29258,27431,716148,8187123,12555762,705427,18044,61211,19526,5891,576085,383,2307
"01110011000100110110",3803,1188426,50556,22483,135,44334,75595,74115,12651,1485492,45351,129525,4319,26364,75832,8868,1211413,212120,9882443,11288,28599,1582,14328,51912,1810604,11683,285617,2555,389484,11729625
"01110101111010100011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01010100000000001001",26430,1212385,801167,26489,298,410411,7195663,2904709,30352,3780,5230,1587067,321737,6621,457,60660,19726,1742868,387714,92252,2340,82793,81484,4493893,81083,2649,1644700,155358,525064,1374380
"10101010000001100110",2548,2603,47206,2099957,363,81513,1918,7774,119772,1725253,186809,129,375,2078,35750,107256,11077,186593,969324,65497,10387,1784,77724,26,5028563,445933,2268,3901448,30014,951
"10100001010000110101",2726,12710,180107,146276,24891,234129,72279,76534,19270,59023,105567,16506,17876,471,33388,4900,50363,105418,8095886,3790640,1318,184,938865,64850,380333,62894,434127,5957293,214489,54140
"10110110011011101100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00001111001000000001",69872,127562,9826,24228,305,622350,11972970,21528,362,29698,1101,62717,926,207521,20429,20184,94713,21251,902811,4280,18618,34901,104524,58563,26842,236,2960115,248237,19677,149103
"11011100010000110000",1433,4826417,24487152,8952,43,118578,20767935,404032,656218,115949,85416,157555,729407,150713,9101,547144,14857,869385,931264,34050,3737,9950,142911,1302470,193763,77929,551443,99858,34619,8387218
"01111110010110100000",1031,1894046,9458664,4437,3002,63744,152620,6253,2104413,3862695,89081,39109,7198,60346,63831,15624261,63624,2884402,3266967,478,574,116630,3627,41019,369565,24129,13658,1831,7401,821432
"01111101000101101111",10002,288,42,8432,103,679483,479,186580,5008602,588442,1308,37,19451,5078,188,20,96,934,3034,115,1213,69,54,2984,808,29223,4724,3597,477,1745
"11010001100110010110",104642,334803,7081,1021975,235,276467,276012,95346,4328,26078,88256,1807132,242750,95232,321086,11512,645410,22185,179425,1895711,13900841,30913,108319,44607,101482,170481,257525,24825,7175,126649
"01111001100100110000",1442,25115748,252648,576,3428,14939,5693947,2140,2656853,2132510,1650461,682281,217620,87961,122706,2724,78210,398115,8277364,6293,96385,61516,729,540388,133978,2455,232196,2136,18008,23022491
"11001011110111100000",8002,82051,147285,64861,13249,214895,55017,41,660543,1283477,693971,63023,1457,37731,11334458,130248,61835,576378,23232,32583,224619,19044,35694,2333,24740,112938,8319,71616,111,5520
"01000110110111011101",7295,13,262,304,1291,533826,3,643064,666681,1081,208,2478,37170,701662,27543,9,19628,5728,2,1574,67404,15287,10,3059,6,476342,634791,3468,76,4
"10011001100101110010",44911,386173,38671,350899,79,50037,3149454,667,28615,4258613,1039447,149649,183544,899355,186270,17864,20876,66338,224583,267717,686872,2234,2156,18439,185910,385178,80859,78401,37674,977984
"10100000111000000100",397,134,1468341,16615,50036,266112,1511,62966,100499,596,93254,29642,23104,28231,1847808,139030,22508,750214,959345,1363622,41381,593212,3170496,814,4035,151943,164931,57814717,437,796
"00101011000000010100",7818,103352,5568,8248,1670,667236,92222,10441,3156,192599,4231,1595,971,3855,33877,133,655162,2870,3393283,12192,129509,48469,49853,4012,374248,5923,209665,117429,54107,40745
"11010011011001000100",24441,3749,250946,21225,1552,1193793,22447,59635,3587,13885,2143,15099,904,26210,322897,124815,62379,140862,55784,92104,192748,1232,6828855,1157,63389,276045,474793,629096,140,25816
"10110000100000101011",1318,8764,126421,73671,1218,9942,91399,10737,158681,28507,929123,234018,241388,2937,3585,166028,1216,8895184,382919,20681198,924,8135,45476,18191,2192690,261921,55691,915922,7222060,53241
"10000111110110111101",890,2,35,998,121,282276,116,28684,90154,3160,55,4693,160660,823003,7182,17,1085,4039,18,62807,17958,211,116,1194,42,1073853,1075251,7210,739,17
"10111011001000001110",103854,1189,1214,33856,773,570348,23216,5311,1361,36563,3860,2231,3641,4173,4973,8249,36549,2997,208289,291036,216561,49827,4741733,502,1930648,111079,24870,127651,25395,40795
"11010110010010000000",2135,46263,9106396,29619,25,333600,301151,97045,12727,10830,839,180431,3965,77762,99796,14366435,20867,2617172,85414,79472,4571,21953,827836,8333,144357,615397,218370,107860,16295,29005
"00101100000101100001",68,277,4352,3609,10,55024,446,33874,5706497,229833,1379,57,888,130445,3681,239,9,29981,20184,19,137,89,4,178,394,18263,61520,203434,132,87
"10000010100010000011",4147,10291,8049,1463036,55,80401,34479,4167,425,2894,44556,185301,582,27891,441647,185536,45672,915184,28669,5276697,44289,25158,152596,632,738131,96853,259105,2220338,215064,240
"11010001010001001101",301345,14420,74596,439133,34953,10853548,111981,97773,17495,9218,17631,21133,53028,92,6926,7418,44953,82532,33658,3816651,17907,1226,6230632,97688,159234,146675,89211,3873667,4319,26396
"00110001011001110010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10011110100010001011",221051,14755,3789,396280,167,195749,1010372,4771,5758,33940,15577,73582,182821,85555,1535,633635,34721,129692,3845,2313795,32505,298689,12063,7273,1120486,273473,35732,44330,904445,4106
"11011000000010001000",15728,2561376,88259,44203,340,266798,552323,46006,85121,7269,49591,127091,64037,822,1289,28677,2264,92083,62739,278408,414710,213919,1573863,45995,2042560,75122,65874,60671,3929,41748
"11000110001110010111",3928,61,48,17150,0,51202,32,14633588,3574,161,38,7912,720,6193459,25012,151,6132,1184,103,1010,299585,245,1639,254,732,70447,10281779,10409,52,33
"01100110011010001011",150022,2800,281247,6691,63897,98387,930,423875,8058,3252,29071,266270,691,7093,112951,436593,310029,197497,51268,68603,1489,1324980,1407292,375295,8365,23596,76922,31931,772129,15792
"00111001110110001010",62045,37314,22270,17921,169992,2819980,27295,76,16995,205237,478282,43490,34997,3777,539933,24502,90233,10809,235520,213936,40026,9136916,109495,87907,12468,104880,1301,23416,32793,73491
"01101001110111100010",18017,152374,183344,82596,683769,212339,5355,246,1786380,5689162,25049511,22089,1363,3261,17476945,60867,56675,105937,831229,12540,33546,226003,24855,45946,2897,44438,381,43837,2754,22320
"10101010111011001011",374305,105,11473,32366,728820,65262,102,374,31512,20629,1240205,5148,889,7557,474477,110004,56114,42084,1195,1986491,46483,772155,183488,620,75461,1439560,4478,508244,19607,55
"10011100110001001000",46395,1557,2965804,30010,4258,1798556,557398,5068,494850,44263,26608,19510,2160711,120846,18437,426812,4592,372241,7629,590902,17411,925599,35739,17949,3807,2580029,12709,2552910,10597,10813
"01100001111100011100",52461,6663,161690,358,2844608,465613,2950,87096,173924,2134,222346,2194622,297803,32698,2452078,182,4414901,30627,253720,132047,1112916,11316200,384988,1977284,153,5780,607960,73570,1713,413407
"11111011110000000110",3273,8015,27627,31192,1122,4645468,71721,400,57918,65848,55423,1118,2147,2467,2201474,45425,580298,64134,208626,192510,17994,105460,2052164,547,410003,81478,2551,505391,2945,17744
"00000111110010010010",33924,5117,67129,14490,850,602539,112018,14311,181,37348,3476,350049,5003,1021971,3213318,33017,791111,24680,45064,295703,59828,503313,56746,151702,349,301047,226116,28514,3567846,21477
"10110111010010101001",20513,1268,276742,15395,13970,58172,153790,3847,27267,506630,2611,58438,20440,2287,1310,2184829,2588,819911,197938,2239165,112,608,112355,24350,663369,1549584,37682,21115,5728548,45389
"00011011110111011111",43361,81,1,1137,778,4954634,14,1580,4133,23538,849,46,7658,114995,10965,1,11277,36,2,6171,238005,2088,29,475,473,1033543,66243,855,140,14
"10010000100110101111",105,71,12,54010,8,92999,53,119898,114726,1093,3588,2663,232054,45742,430,196,15,33283,139,261431,30224,160,314,139,8267,828289,190957,41854,257,12
"10011010000001011001",232606,177665,21660,30080,128,91471,378458,7175,4204,66930,14338,18268,26321,18077,540,2999,52971,58925,3972,532537,76035,3299,7323,9039,19772107,335628,1210502,124889,230584,40061
"01101001011000101010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10000101001001010111",6700139,901,9953,7528977,701,272118,192486,7037199,221,25379,5481,79453,28198,218976,16609,12262,140268,2470,230142,1315940,434387,659,327109,52389,7487,146569,1618921,3818622,174448,21747
"00001001011011110101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00111001100011001100",291150,7411,1773,21770,5879062,453245,9106,4264,370291,1196136,114644,1535,241481,506,1151,1945,5139,4426,112236,410567,1151714,411540,3980,2889,38948,667734,1575,17361,10266,1011
"01011010011110011101",2467,9396,21,23,269,592743,21,421815,28172,263,533,920,8602,141731,1114,4,11190,325,17,228,232724,9209,784,7857,4367,14036,7943541,223,2,407
"11111000001010110101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11011000000110011101",2838,17865,15,3901,5,446293,480,664039,206388,466,714,1153,110551,9916,100,2,510,353,72,5253,601601,654,768,2234,58142,63382,1484915,4410,7,139
"01000010111011111110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11000010000010111100",5533,140103,33028,30398,1269,13650,6565,1708478,77330,11607,32097,402735,77418,3217,1364,3096,49726,342785,30955,1280341,933107,10594,270322,38263,1336674,246563,958395,14344,115713,15336
"10111010110011011000",49668,1773,211191,673,87697,31173,1241,316,307397,244106,126869,5927,47497,27565,37949,29558,32338,69324,1257,1268347,143354,397589,3523,926,337476,50780320,11753,13278,77392,1049
"00101101000111101111",29027,15,5,89593,1807,518423,19,74129,578852,705567,1358,16,4444,3128,294,15,40,97,2008,581,4841,187,51,517,165,152242,1545,9155,966,12
"01110110011010011011",485363,29840,321345,645,24076,17751,4446,1695278,4758,11090,25161,729775,13767,68702,9266,277560,732728,84975,25112,124077,4353,312329,88866,2398522,69460,174516,697352,699,7519901,485273
"11100100011111010111",17510,2,2108,16704,129,82736,0,10139959,220030,1325,1155,484,920,399957,179004,514,1593,635,233,1747,24225,259,1985,343,37,2507571,164082,96509,22,6
"00011011100000001101",45817,167024,208,19890,14831,4289092,2391174,2024,3765,32304,9773,11626,168951,2879,884,551,276106,31144,46461,431331,105652,140383,14799,21426,769380,1978,285481,74126,25064,30571
"10000111001011011111",78172935,133,513,1558993,9562,94495,5874,1682628,123,37808,1578,99171,20215,93773,2000,7494,279030,878,3136,4277931,2295763,3189,143326,21742,23274,1566092,548648,43202,1136814,1914
"01000101000110101100",77083,220601,52579,449386,30012,514012,282099,1682455,173405,156662,15264,1791730,583478,4417,2855,18153,38776,113897,2070371,39683,209161,88196,105245,2245598,2564,4511,79052,14506,18132,332742
"10111001011110100010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10010110001110011110",1321412,2629,20594,315427,80,50100,13167,2629789,350,11769,1140,1380132,528788,5260197,2232,431838,521810,16720,18263,558958,3175960,143501,54138,19170,169144,1612843,1725637,5664,133302,113256
"01110000110010011001",15980,400697,453883,282,1000614,35277,12026,93691,314832,5218,939942,1081470,353307,1704,16822,7161,136363,578184,38827,2107712,12461,915520,15778,3217072,70584,125524,370184,6872,629716,70253
"00110110000010001011",88331,8941,43569,69807,867,58155,25221,101306,1651,81028,2919,61912,5382,6686,735,749141,25757,265029,182664,285653,712,63667,12976,24873,978574,211997,48653,12267,51459694,20980
"00000101000000000101",38372,42714,22851,2282612,1169,6157992,5363411,1291863,824,15236,978,51760,27275,4651,4662,10556,71844,43312,8814879,135478,7476,6873,223887,167042,10776,1029,921483,7052288,83139,38443
"01111110010000111010",7395,414598,2441744,383,861,64597,125709,81503,393353,627114,103553,32609,68763,30797,6988,81712,235100,309679,220777,8936,488,314427,27691,1807015,207268,91170,30308,1528,11137719,12115758
"01001011100111010010",467452,1075954,3047,60775,1353,167187,50016,778,6087,761431,324667,193312,756,252854,7236229,895,3389984,6578,15260,8264,12281972,396945,2452,27568,13230,22746,47734,2981,9299,29876
"01011110000110001001",1004,10693,104,300,1,447427,2806,57478,130113,3044,29,1887,3644,149239,312,108,304,6598,75,44,7006,5190,53,2172,4350,7594,578167,425,74,379
"11110001000110111101",656,755,35,652,77,18145,100,385354,1085021,10260,685,3415,45653,2283,131,3,46,2351,1334,21825,34669,6,467,2208,25396,361729,643768,716,456,622
"01010011110010110110",3847,647346,13950,6586,10552,147566,44346,87950,6744,192617,187688,147992,41911,35695,139594,20935,590998,147212,103497,490818,170840,13561,56348,214787,68086,173598,221879,1057,229907,241815
"11101011010010001011",173432,16152,5423,95252,12810,1978855,10292,292,5975,23039,88736,6753,73,30,348881,6885,252424,8559,27802,590601,4592,74183,23987778,19670,939609,34206,2449,195385,114112,4090
